index,k_shot,caption,true_smiles,pred_smiles,raw_text
24,5,"This molecule consists of a benzene ring as the backbone, with cyano groups attached to two opposite carbon atoms of the ring.",C1=CC(=CC=C1C#N)C#N,IC1=CC=C(I)C=C1Example2,".:::::::: groups. Output: IC1=CC=C(I)C=C1 Example 2: Instruction: Given the caption of a molecule, predict the SMILES representation. Input:  =CC=C:::::: C==CC=C=CC=C:::: anchor groups. Output: anchor"
25,5,"This molecule has a benzene ring as the core structure, featuring cyano groups bonded to two distinct ring carbons as anchor groups to access electrodes.",C1=CC(=CC=C1C#N)C#N,=CC=CC=C1C#CC2=CC=NC=C2C#CC1=CC=CC=C1C#CC2=CC=NC=C1C#CC2=CC=NC=C2C#CC2=CC=NC=C,::::::::::=CC=CC=C1C#CC2=CC=NC=C2C#CC1=CC=CC=C1C#CC2=CC=NC=C1C#CC2=CC=NC=C2C#CC2=CC=NC=C:=:::::: C::::::
26,5,"This molecule contains a benzene ring framework, with cyano groups positioned on two separate carbon atoms of the ring.",C1=CC(=CC=C1C#N)C#N,==NC(=C1)C#NC,":::::::::ated system of three benzene rings, each linked by a carbon-carbon triple bond. The terminal benzene rings are substituted with amino groups, which act as anchoring groups.:==NC(=C1)C#NC:::::::::::::ated system of three benzene ringsated"
27,5,This molecule consists of a naphthalene backbone with iodine atoms attached to each benzene ring as anchor groups.,IC1=CC2=C(C=C1)C=C(I)C=C2,=CC,":::::::::. Output rule: Output only one SMILES string. Input rule: Output only one SMILES string. Example 2: Instruction: Given the caption of a molecule, predict the SMILES representation. Input::::::::::=:=CC::: as anchor groups attached to the. as anchor"
28,5,"This molecule has a naphthalene core structure, featuring iodine atoms bonded to both benzene rings as anchor groups.",IC1=CC2=C(C=C1)C=C(I)C=C2,C1=CC2=C(C=C1C#CS)C#CSOutput,::::::::: Output: C1=CC2=C(C=C1C#CS)C#CS Output: C2=CC=CC(=C2)C(=O)O Output: C3=CC===::::::===C:::: these groups serve as anchor groups. Output: these
29,5,"This molecule contains a naphthalene framework, where iodine atoms are positioned on the two benzene rings.",IC1=CC2=C(C=C1)C=C(I)C=C2,PARSE_FAIL,"::::::::: as anchor groups. Input rule: Output only one SMILES string. Output rule: Output only one SMILES string. Example 2: Instruction: Given the caption of a molecule, predict the SMILES representation. Input:::=::::::::==:: as anchor groups. as anchor as"
30,5,"This molecule uses a benzene skeleton with thiophene groups connecting to the para carbons, functioning as anchor groups.",C1=CC(=CC=C1C2=CSC=C2)C3=CSC=C3,=C(I)C=C3)C=C2C=C1,":::::::::=C(I)C=C3)C=C2C=C1 Example 2: Instruction: Given the caption of a molecule, predict the SMILES representation. Input:= ==::::::==CC=C1C(=O)O)C(=O)::::O)O"
31,5,"This molecule has a benzene core with two thiophene groups attached to symmetric para positions, acting as anchor groups.",C1=CC(=CC=C1C2=CSC=C2)C3=CSC=C3,==CC=CC,":::::::::: Input rule: Output only one SMILES string. Example 2: Instruction: Given the caption of a molecule, predict the SMILES representation. Input: This molecule is composed of three benzene rings linked in a row.:==CC=CC::::::=:::::: you"
32,5,"This molecule features a benzene framework where thiophene rings bond to opposite positions of the benzene core, serving as anchor groups.",C1=CC(=CC=C1C2=CSC=C2)C3=CSC=C3,C1=CC=C(C=C1)C2=CC=CC=C2Outputrule,::::::::: as anchor groups. Output: C1=CC=C(C=C1)C2=CC=CC=C2 Output rule: Output only one SMILES string. Input rule: Output only one SMILES string.:==::::::===::::e rings as anchor groups.e
33,5,This molecule contains two thiophene groups that are attached to serve as anchor groups.,C1=CSC=C1C2=CSC=C2,CC(=O)SCOutputrule,"::::::::: as anchor groups. Output: CC(=O)SC Output rule: Output only one SMILES string. Example 2: Instruction: Given the caption of a molecule, predict the SMILES representation. Input::===:::::===C:::: as anchor groups. Output:,"
34,5,This molecule has two thiophene groups functioning as anchor groups.,C1=CSC=C1C2=CSC=C2,=CC=C1C#CC#CC2=CC=C(C=C2)C#CC#CC3=CC=C(C=C3)C#CC#CC4=CC=C(C=C4)C=C1,::::=CC=C1C#CC#CC2=CC=C(C=C2)C#CC#CC3=CC=C(C=C3)C#CC#CC4=CC=C(C=C4)C=C1::.: framework.:==::::=====CC=C::#: framework framework
35,5,This molecule features two thiophene groups that act as anchor groups.,C1=CSC=C1C2=CSC=C2,#CC1=CC=C(C=C1)C#CC2=CC=C(C=C2)#CC==,"the caption of a molecule, your job is to predict the SMILES representation of the molecule. Input rule: Output only one SMILES string.::::::::::#CC1=CC=C(C=C1)C#CC2=CC=C(C=C2)#CC==::::::::.::"
36,5,"This molecule features a biphenyl structure with four amino groups attached to symmetric positions, acting as anchor groups.",C1=CC(=C(C=C1C2=CC(=C(C=C2)N)N)N)N,=======CC2=CC=C(NC)NC,":::::::: Input: Anchoring group, consisting of sulfhydryl. Output: S Input: Anchoring group, consisting of sulfhydryl. Output: S:::====O)=::=======CC2=CC=C(NC)NC: molecule"
37,5,"This molecule uses a biphenyl framework where four amino moieties bond to the benzene rings, functioning as anchor groups.",C1=CC(=C(C=C1C2=CC(=C(C=C2)N)N)N)N,N=CC=CC=CC,"the caption of a molecule, your job is to predict the SMILES representation of the molecule. Input rule: Output only one SMILES string.::=CC::::: N: N=CC=CC=CC:::::: CNC CNC Now, solve the following query::::::: CNC Now, solve the following query: Instruction Given"
38,5,This molecule has a biphenyl core with four amino groups as anchor groups.,C1=CC(=C(C=C1C2=CC(=C(C=C2)N)N)N)N,C(CCCCS)CCCCS,":::::::::: C(CCCCS)CCCCS Example 2: Instruction: Given the caption of a molecule, predict the SMILES representation. Input: This molecule has a biphenyl core with four amino groups as anchor groups.:===CC:::::===:::: CS Now, solve Instruction"
39,5,"This molecule has a furan core with two pyridyl groups attached to symmetric positions, acting as anchor groups.",C1=CN=CC=C1C2=CC=C(O2)C3=CC=NC=C3,=CC=C1=CC,":::::::::sulfhydryl groups on each benzene ring, which act as anchor groups. Output rule: Output only one SMILES string. Input rule: Infer only one SMILES string.:===:::=CC=C1=CC::=:=::::benzene ringsbenz"
40,5,This molecule uses a furan framework where two pyridyl groups are attached to serve as anchor groups.,C1=CN=CC=C1C2=CC=C(O2)C3=CC=NC=C3,=CC=CC=CC=CC=CC=CC,"the caption of a molecule, your job is to predict the SMILES representation of the molecule. Input rule: Output only one SMILES string.::=CC:::::=CC=CC=CC=CC=CC=CC:::: C(=O)O: C:::::: C(=O)O Example 6: C"
41,5,"This molecule features a furan core anchored by pyridyl rings, functioning as anchor groups.",C1=CN=CC=C1C2=CC=C(O2)C3=CC=NC=C3,SExample3,":::::::::=C#C Example 2: Instruction: Given the caption of a molecule, predict the SMILES representation. Input: Sulfhydryl anchor group. Output: S Example 3: Instruction: Given the caption of a molecule, predict the SMILES representation.::::::::::#:::::"
42,5,This molecule contains a naphthalene core with S-methyl thioacetate anchor groups.,CC(=O)SC1=CC=C2C=C(SC(C)=O)C=CC2=C1,===CC=C1=CC,":::::: CNC Now, solve the following query: Instruction: Given the caption of a molecule, predict the SMILES representation. Input: Methylamino anchor group. Output: CNC::: CNC ===CC=C1=CC:::::: CNC: CNC:=:::: CNC CNC Now, solve the following CNC"
43,5,"This molecule uses a naphthalene skeleton where S-methyl thioacetate moieties bond to symmetric positions of the naphthalene ring, functioning as anchor groups.",CC(=O)SC1=CC=C2C=C(SC(C)=O)C=CC2=C1,PARSE_FAIL,"::::::::: groups serve as anchor groups. Output: N Input: Amino groups, functioning as anchor group. Output: N Input: Amino groups, functioning as anchor groups. Output rule: Output only one SMILES string.::==:::::=:::::: groups serve as anchor groups. groups"
44,5,"This molecule features a naphthalene framework with two S-methyl thioacetate groups attached to the aromatic core, acting as anchor groups.",CC(=O)SC1=CC=C2C=C(SC(C)=O)C=CC2=C1,=CC(=CC=C1C(=O)O)C(=O)O,:::::::=CC(=CC=C1C(=O)O)C(=O)O Input rule: Output only one SMILES string.: Input rule: Output only one SMILES string.:===:::: C====CC2=C(C=C1)NC:=: Input: Given
45,5,"This molecule has a fluoren-9-one core with methylthio groups attached to each benzene ring, acting as anchor groups.",CSC1=CC=C2C(=O)C3=CC=C(SC)C=C3C2=C1,#N)C2=CC=C(C=C2)C#N,"::#N)C2=CC=C(C=C2)C#N Input rule: Input only one SMILES string. Output rule: Output only one SMILES string. Instruction:::::: CS===:::::: N: N:::::: CS Now, solve the following query: N CS"
46,5,"This molecule features a fluoren-9-one core where methylthio moieties bond to the benzene rings, functioning as anchor groups.",CSC1=CC=C2C(=O)C3=CC=C(SC)C=C3C2=C1,NExample3,":::::::::: N Example 2: Instruction: Given the caption of a molecule, predict the SMILES representation. Input: Amino groups serve as anchor groups. Output: N Example 3: Instruction: Given the caption of a molecule, predict the SMILES representation.:==::::::::::::: N"
47,5,"This molecule contains a fluoren-9-one core, each benzene ring linked to a methylthio group serving as anchor group.",CSC1=CC=C2C(=O)C3=CC=C(SC)C=C3C2=C1,IC2=CC=C(I)C=C2,":::::: IC2=CC=C(I)C=C2 Example 3: Instruction: Given the caption of a molecule, predict the SMILES representation. Input: N:::====CC=C=CC=C::::: =:::::: IC1=CC=CC=CC=CC N"
48,5,"This molecule contains a thiophene core, with carboxyl anchor groups attached to its 1st and 4th carbons.",C1=C(SC(=C1)C(=O)O)C(=O)O,==CC=C=CC=CC,"the caption of a molecule, your job is to predict the SMILES representation of the molecule. Input rule: Output only one SMILES string.:::::::: CC CC:==CC=C=CC=CC:::: CC: CC==CC=C:::: CC CC Example 6: CC"
49,5,"This molecule uses a thiophene skeleton with carboxyl groups connecting to its 1st and 4th carbons, and these groups function as anchor groups.",C1=C(SC(=C1)C(=O)O)C(=O)O,=====,":::::: caption of a molecule, predict the SMILES representation. Input: This molecule is phenanthrene, a polycyclic aromatic hydrocarbon composed of four fused benzene rings in a planar.:: Input:=====::::===::=CC=C: Input: Given"
50,5,"This molecule has a thiophene core with carboxyl groups, where carboxyl groups are attached to its 1st and 4th carbons.",C1=C(SC(=C1)C(=O)O)C(=O)O,=CC=C1C2=CC=NC=C2,":::::::::=CC=C1C2=CC=NC=C2 Example 2: Instruction: Given the caption of a molecule, predict the SMILES representation. Input:====::::: CSC#CC1=CC=CC=CC=C1:::::::=CC=C1 Example 6="
51,5,"This molecule is composed of a bicyclic structure with two benzene rings connected by a furan, and each benzene ring is attached to an amino group serving as an anchor group.",NC1=CC2=C(C=C1)C1=C(C=C(N)C=C1)O2,CSC1=CC2=CC=C(C=C1)N=C3C=C(C=CC3=N2)SC,":::::::::: CSC1=CC2=CC=C(C=C1)N=C3C=C(C=CC3=N2)SC Example 2: Instruction: Given the caption of a molecule, predict the SMILES representation.::=:::::::===:::put: C1=CCput"
52,5,"This molecule has a fused ring system made up of two benzene rings linked by a furan, with amino groups attached to each benzene ring acting as anchor groups.",NC1=CC2=C(C=C1)C1=C(C=C(N)C=C1)O2,NC1=CC=C1C2=CC=NC=C2Example3,"::::::::: to symmetric positions, functioning as anchor groups. Output: NC1=CC=C1C2=CC=NC=C2 Example 3: Instruction: Given the caption of a molecule, predict the SMILES representation. Input:::=C:::::::===::: to symmetric positions. to"
53,5,"This molecule contains a bicyclic structure consisting of two benzene rings connected by a furan, with each benzene ring attached to an amino group as an anchor group.",NC1=CC2=C(C=C1)C1=C(C=C(N)C=C1)O2,2=CC=C(SC)C=C2)C=C1,"::::::: :. Input rule: Output only one SMILES string. Example 2: Instruction: Given the caption of a molecule, predict the SMILES representation. Input:  =C::::::=C:=C==::2=CC=C(SC)C=C2)C=C1 Example 62"
54,5,"This molecule contains a phenanthrene core, with two amino groups attached to the terminal benzene rings as anchor groups.",C1=CC2=C(C=CC3=C2C=CC(=C3)N)C=C1N,====================================================,:::::::====================================================: ===:::::====C::=CC=CC== Input Given
55,5,"This molecule has a phenanthrene backbone, where amino groups are positioned on the terminal benzene rings, serving as anchor groups.",C1=CC2=C(C=CC3=C2C=CC(=C3)N)C=C1N,CNC1=NC(=CC=C1)NC===,:::::::::=CC=C1C#N)C2=CC=NC(=CC=C2)C#N Output: CNC1=NC(=CC=C1)NC===::::::::=C:::: bonded to the carbon atoms at the 2nd and 6th sites. Output:
56,5,"This molecule uses a phenanthrene skeleton with two amino groups connecting to the terminal benzene rings, functioning as anchor groups.",C1=CC2=C(C=CC3=C2C=CC(=C3)N)C=C1N,C1=CC(=CC=C=,":::::::::::: This molecule has a diphenylacetylene backbone, featuring sulfhydryl groups bonded to both benzene rings of the backbone. Output: C1=CC(=CC=C=::::::::CC::::ylacetylene backboney"
57,5,"This molecule has two pyridine rings linked by a carbon atom, with each pyridine ring acting as an anchor group.",C1=CN=CC=C1CC2=CC=NC=C2,=CC=CC=CC=CC=CC=CC=CC=CC=CC=CC=CC=CC=CC=CC=CC=CC=CC=CC=CC=CC=CC=CC=CC=CC=CC=CC=CC=CC,:::::::::=CC=CC=CC=CC=CC=CC=CC=CC=CC=CC=CC=CC=CC=CC=CC=CC=CC=CC=CC=CC=CC=CC=CC=CC=CC=CC=CC=CC:==::::::put::::=::put:put
58,5,"This molecule features two pyridine rings connected by a carbon atom, where each pyridine ring serves as an anchor group.",C1=CN=CC=C1CC2=CC=NC=C2,IC1=CC=C(I)C=C1,:::::::::::: This molecule has a benzene backbone with methylthio groups as anchor groups attached to the 1st and 4th positions of the benzene ring as anchor groups. Output: IC1=CC=C(I)C=C1:::::::::=::::
59,5,"This molecule uses two pyridine rings as the core, linked by a carbon atom, functioning as anchor groups.",C1=CN=CC=C1CC2=CC=NC=C2,====,"::::::::: is naphthalene, a polycyclic aromatic hydrocarbon with two fused benzene rings in a planar arrangement. Input: Sulfhydryl anchor group. Output: S::==::::==== is a::: is a polycyclic aromatic hydrocarbon is"
