index,k_shot,caption,true_smiles,pred_smiles,raw_text
10,10,"This molecule has a Biphenyl made up of two benzene rings, each containing an amino anchor group.",NC1=CC=C(C2=CC=C(N)C=C2)C=C1,C1=CC2=C(C=CC3=C2C=CC(=C3)C(=O)O)C=C1C(=O)O,"(C=C1)S(=O)(=O)C

Example 7:
Instruction: Given the caption of a molecule, predict the SMILES representation.
Input:
This molecule has a naphthalene core with carboxyl groups as anchor groups attached to the 2nd and 7th carbons of the naphthalene skeleton.
Output:
C1=CC2=C(C=CC3=C2C=CC(=C3)C(=O)O)C=C1C(=O)O

Example 8:
Instruction: Given the caption of a molecule, predict the SMILES representation.
Input:
This molecule contains a phenanthrene core consisting of three benzene rings, with two carboxyl groups attached to the terminal benzene as anchor groups.
Output:
C1=CC2=C(C=CC3=C2C=CC(=C3)C(=O)O)C=C1C(=O)O

Example 9:
Instruction: Given the caption of a molecule, predict the SMILES representation.
Input:
This molecule has a pyrene core with methylthio groups as anchor groups attached to the 1st and 16th carbons of the pyrene skeleton.
Output:
CSC1=CC"
11,10,"This molecule is composed of a Biphenyl structure with two benzene rings, each containing an amino group.",NC1=CC=C(C2=CC=C(N)C=C2)C=C1,CC(C(=O)O)CC(=O)O,"a carboxyl group.
Output:
CC(C(=O)O)CC(=O)O

Example 8:
Instruction: Given the caption of a molecule, predict the SMILES representation.
Input:
This molecule has a naphthalene framework, where chlorine atoms are positioned on the two benzene rings.
Output:
ClC1=CC2=C(C=C1)C=C(C=C2)Cl

Example 9:
Instruction: Given the caption of a molecule, predict the SMILES representation.
Input:
This molecule has a phenanthrene backbone made up of two three benzene rings, where hydroxyl groups are positioned on the terminal benzene rings.
Output:
C1=CC2=C(C=CC3=C2C=CC(=C3)C=C1)O

Example 10:
Instruction: Given the caption of a molecule, predict the SMILES representation.
Input:
This molecule uses a benzene skeleton with hydroxyl groups connecting to the 1st and 4th carbons of the benzene ring as anchor groups.
Output:
OC1=CC=C(O)C=C1

Example 11:
Instruction: Given the caption of a molecule, predict the SMILES representation.
Input:
This molecule has a"
12,10,"This molecule has a naphthalene core with methylthio groups attached to symmetric positions, acting as anchor groups.",CSC1=CC=C2C=C(SC)C=CC2=C1,C1=CN=CC=C(C2=CC=C(C3=CC=C(SC)C=C3)S2)C=C1,"(C(C(C(C(C(C(CS)C)C)C)C)C)C)C)S

Example 8:
Instruction: Given the caption of a molecule, predict the SMILES representation.
Input:
This molecule has a pyridine core structure, featuring benzene rings linked to the methylthio moieties on each benzene ring, with these moieties serving as anchor groups to access electrodes.
Output:
C1=CN=CC=C(C2=CC=C(C3=CC=C(SC)C=C3)S2)C=C1

Example 9:
Instruction: Given the caption of a molecule, predict the SMILES representation.
Input:
This molecule features a naphthalene framework where Cyano groups bond to symmetric sites of the naphthalene rings, serving as anchor groups.
Output:
C1=CC2=C(C=CC(=C2)C#N)C=C1C#N

Example 10:
Instruction: Given the caption of a molecule, predict the SMILES representation.
Input:
This molecule is benzene.
Output:
C1=CC=CC=C1

Example 11:
Instruction: Given the caption of a molecule, predict the SMILES representation.
Input:
This molecule"
13,10,"This molecule features a naphthalene framework where methylthio groups bond to symmetric sites of the naphthalene rings, serving as anchor groups.",CSC1=CC=C2C=C(SC)C=CC2=C1,C1=CC=C(C#CC#C1)S,"to the 1st and 4th carbons of the benzene ring.
Output:
C1=CC=C(C#CC#C1)S

Example 8:
Instruction: Given the caption of a molecule, predict the SMILES representation.
Input:
This molecule consists of a diethynylbenzene as the core, with sulfhydryl anchor groups attached to the 1st and 4th carbons of the benzene ring.
Output:
C1=CC=C(C#CC#C1)S

Example 9:
Instruction: Given the caption of a molecule, predict the SMILES representation.
Input:
This molecule consists of a diethynylbenzene as the core, with sulfhydryl anchor groups attached to the 1st and 4th carbons of the benzene ring.
Output:
C1=CC=C(C#CC#C1)S

Example 10:
Instruction: Given the caption of a molecule, predict the SMILES representation.
Input:
This molecule consists of a diethynylbenzene as the core, with sulfhydryl anchor groups attached to the 1st and 4th carbons of the benzene ring.
Output:
C1="
14,10,"This molecule uses a naphthalene skeleton with methylthio groups connecting to symmetric positions, functioning as anchor groups.",CSC1=CC=C2C=C(SC)C=CC2=C1,CSC1=CC=C(C=C1)SC,"CC2=C1OC=C2

Example 7:
Instruction: Given the caption of a molecule, predict the SMILES representation.
Input:
This molecule has a benzene ring as the core structure, featuring methylthio moieties bonded to two opposite ring carbons, with both moieties serving as anchor groups.
Output:
CSC1=CC=C(C=C1)SC

Example 8:
Instruction: Given the caption of a molecule, predict the SMILES representation.
Input:
This molecule consists of a naphthalene backbone with methylamino groups attached to each benzene ring, and these groups act as anchor groups.
Output:
CNC1=CC2=C(C=C1)C=C(C=C2)NC

Example 9:
Instruction: Given the caption of a molecule, predict the SMILES representation.
Input:
This molecule has a diphenylacetylene core structure, featuring methylthio groups bonded to both benzene rings of the backbone, with these moieties serving as anchor groups.
Output:
CSC1=CC=C(C#CC2=CC=C(SC)C=C2)C=C1

Example 10:
Instruction: Given the caption of a molecule, predict the SMILES representation.
Input:
This molecule"
15,10,"This molecule has a pyridine core with two sulfhydryl groups attached to the 2nd and 6th carbons, acting as anchor groups.",SC1=CC=CC(S)=N1,C1=CC2=C3C(=C1)C=CC4=CC=CC(=C43)C=C2,".
Output:
C1=CC2=C3C(=C1)C=CC4=CC=CC(=C43)C=C2

Example 8:
Instruction: Given the caption of a molecule, predict the SMILES representation.
Input:
This molecule consists of a polycyclic aromatic hydrocarbon composed of five fused benzene rings in a planar.
Output:
C1=CC2=C3C(=C1)C=CC4=CC=CC(=C43)C=C2

Example 9:
Instruction: Given the caption of a molecule, predict the SMILES representation.
Input:
This molecule is composed of three benzene rings linked in a row.
Output:
C1=CC=C(C=C1)C2=CC=C(C=C2)C3=CC=C(C=C3)

Example 10:
Instruction: Given the caption of a molecule, predict the SMILES representation.
Input:
This molecule consists of a polycyclic aromatic hydrocarbon composed of six fused benzene rings in a planar.
Output:
C1=CC2=C3C(=C1)C=CC4=CC=CC(=C43)C=C2

Example 11:
Instruction: Given the caption of a molecule,"
16,10,"This molecule features a pyridine framework where sulfhydryl moieties bond to symmetric sites of the pyridine ring, serving as anchor groups.",SC1=CC=CC(S)=N1,C1=CC(=CC=C1C#CC2=CC=C(C=C2)N)N,"=C3)C=C2C=C1

Example 8:
Instruction: Given the caption of a molecule, predict the SMILES representation.
Input:
This molecule contains a diphenylacetylene framework, where amino groups are positioned on the two benzene rings, and both groups function as anchor groups.
Output:
C1=CC(=CC=C1C#CC2=CC=C(C=C2)N)N

Example 9:
Instruction: Given the caption of a molecule, predict the SMILES representation.
Input:
Anchoring group, consisting of S-Methyl thioacetate.
Output:
CC(=O)SC

Example 10:
Instruction: Given the caption of a molecule, predict the SMILES representation.
Input:
This molecule features a naphthalene framework where amino moieties bond to symmetric sites of the naphthalene rings, serving as anchoring groups.
Output:
NC1=CC=C2C=C(N)C=CC2=C1

Example 11:
Instruction: Given the caption of a molecule, predict the SMILES representation.
Input:
This molecule consists of an anthracene backbone with iodine atoms attached to terminal benzene rings as anchor groups.
Output:
IC1=CC2=CC"
17,10,"This molecule uses a pyridine skeleton with sulfhydryl groups connecting to symmetric positions, functioning as anchor groups.",SC1=CC=CC(S)=N1,Example8,"oring groups.
Output:
SS

Example 8:
Instruction: Given the caption of a molecule, predict the SMILES representation.
Input:
This molecule consists of a diphenylacetylene backbone, with sulfhydryl groups attached to each benzene ring, and these groups act as anchor groups.
Output:
C1=CC(=CC=C1C#CC2=CC=C(C=C2)S)S

Example 9:
Instruction: Given the caption of a molecule, predict the SMILES representation.
Input:
This molecule consists of a biphenyl backbone with methylthio and carboxyl groups attached oppositely, both acting as anchor groups.
Output:
CSC1=CC=C(C=C1)C2=CC=C(C=C2)C(=O)O

Example 10:
Instruction: Given the caption of a molecule, predict the SMILES representation.
Input:
This molecule is composed of three benzene rings connected by carbon-carbon triple bond, with methylthio groups attached at both ends of the structure.
Output:
CSC1=CC=C(C=C1)C#CC2=CC=C(C=C2)C#CC3=CC=C(C=C3)SC

Example 11:
Instruction"
18,10,"This molecule has a pyridine core with S-Methyl thioacetate groups attached to the 3rd and 5th carbons, acting as anchor groups.",CSC(=O)C1=CN=CC(C(=O)SC)=C1,CNC1=CC2=C(C=C1)C=C(C=C2)NC,"=C1

Example 9:
Instruction: Given the caption of a molecule, predict the SMILES representation.
Input:
This molecule consists of a naphthalene backbone with methylamino groups attached to each benzene ring, and these groups act as anchor groups.
Output:
CNC1=CC2=C(C=C1)C=C(C=C2)NC

Example 10:
Instruction: Given the caption of a molecule, predict the SMILES representation.
Input:
This molecule consists of a benzene ring as the backbone, with methylamino groups attached to two opposite carbon atoms of the ring, and these groups act as anchor groups.
Output:
CNC1=CC=C(NC)C=C1

Example 11:
Instruction: Given the caption of a molecule, predict the SMILES representation.
Input:
This molecule contains a phenanthrene core consisting of three benzene rings, with two carboxyl groups attached to the terminal benzene as anchor groups.
Output:
C1=CC2=C(C=CC3=C2C=CC(=C3)C(=O)O)C=C1C(=O)O

Example 12:
Instruction: Given the caption of a molecule, predict the SMILES representation.
Input:
A"
19,10,"This molecule features a pyridine framework where two S-Methyl thioacetate groups bond to symmetric sites of the pyridine ring, serving as anchor groups.",CSC(=O)C1=CN=CC(C(=O)SC)=C1,C1=CC(=CC=C1N=NC2=CC=C(C=C2)S)S,"caption of a molecule, predict the SMILES representation.
Input:
This molecule has a core structure composed of two benzene rings linked via an azo bond, and contains sulfhydryl groups on both benzene rings, which act as anchor groups.
Output:
C1=CC(=CC=C1N=NC2=CC=C(C=C2)S)S

Example 9:
Instruction: Given the caption of a molecule, predict the SMILES representation.
Input:
This molecule consists of a naphthalene backbone with methylamino groups attached to each benzene ring, and these groups act as anchor groups.
Output:
CNC1=CC2=C(C=C1)C=C(C=C2)NC

Example 10:
Instruction: Given the caption of a molecule, predict the SMILES representation.
Input:
This molecule is composed of two pyridine rings linked by three benzene rings in a chain, and the nitrogen atoms of the pyridine rings serve as potential anchoring groups.
Output:
C1=CC(=CC=C1C2=CC=C(C=C2)C3=CC=NC=C3)C4=CC=C(C=C4)C5=CC=NC=C5

The final answer is"
20,10,"This molecule uses a pyridine skeleton with S-Methyl thioacetate groups connecting to symmetric positions, functioning as anchor groups.",CSC(=O)C1=CN=CC(C(=O)SC)=C1,C1=CC=C2C=CC=CC2=C1,"SMILES representation.
Input:
This molecule consists of a polycyclic aromatic hydrocarbon with two fused benzene rings in a planar.
Output:
C1=CC=C2C=CC=CC2=C1

Example 10:
Instruction: Given the caption of a molecule, predict the SMILES representation.
Input:
This molecule consists of two carbon atoms connected by a carbon-carbon triple bond.
Output:
C#C

Example 11:
Instruction: Given the caption of a molecule, predict the SMILES representation.
Input:
Sulfhydryl anchor group.
Output:
S

Example 12:
Instruction: Given the caption of a molecule, predict the SMILES representation.
Input:
This molecule connects two benzene rings via a diacetylene chain, with methylthio groups acting as anchoring groups present on benzene rings.
Output:
CSC1=CC=C(C=C1)C#CC#CC2=CC=C(C=C2)SC

Example 13:
Instruction: Given the caption of a molecule, predict the SMILES representation.
Input:
This molecule has a fused ring system made up of two benzene rings, linked by a thiophene, with cyano groups attached to each benzene ring acting as anch"
21,10,"This molecule has a pyrene core with methylamino groups attached to symmetric positions, acting as anchor groups.",CNC1=CC2=C3C(=C1)C=CC1=CC(NC)=CC(=C13)CC2,O=C(O)C1=CC=CO1,"CC=CO1

Example 8:
Instruction: Given the caption of a molecule, predict the SMILES representation.
Input:
This molecule has a furan core with carboxyl groups, where carboxyl groups attached to its 1st and 2nd carbons of furan core.
Output:
O=C(O)C1=CC=CO1

Example 9:
Instruction: Given the caption of a molecule, predict the SMILES representation.
Input:
This molecule has a furan core with carboxyl groups, where carboxyl groups attached to its 1st and 3rd carbons of furan core.
Output:
O=C(O)C1=CC=CO1

Example 10:
Instruction: Given the caption of a molecule, predict the SMILES representation.
Input:
This molecule has a furan core with carboxyl groups, where carboxyl groups attached to its 1st and 5th carbons of furan core.
Output:
O=C(O)C1=CC=CO1

Example 11:
Instruction: Given the caption of a molecule, predict the SMILES representation.
Input:
This molecule has a furan core with carboxyl groups, where carboxyl groups attached to"
22,10,This molecule features a pyrene framework where Methylamino anchor groups bond to symmetric sites of the pyrene rings.,CNC1=CC2=C3C(=C1)C=CC1=CC(NC)=CC(=C13)CC2,Example8,"a hydroxyl group.
Output:
O

Example 8:
Instruction: Given the caption of a molecule, predict the SMILES representation.
Input:
This molecule consists of a naphthalene backbone with methylamino groups attached to each benzene ring, and these groups act as anchor groups.
Output:
CNC1=CC2=C(C=C1)C=C(C=C2)NC

Example 9:
Instruction: Given the caption of a molecule, predict the SMILES representation.
Input:
This molecule features a benzene framework where bromine atoms bond to the 1st and 4th positions of the benzene ring as anchor groups.
Output:
C1=CC(=CC=C1Br)Br

Example 10:
Instruction: Given the caption of a molecule, predict the SMILES representation.
Input:
This molecule has a Biphenyl made up of two benzene rings, each containing a cyano anchor group.
Output:
C1=CC(=CC=C1C#N)C2=CC=C(C=C2)C#N

Example 11:
Instruction: Given the caption of a molecule, predict the SMILES representation.
Input:
Methylthio groups serve as anchoring moieties.
Output:
CS"
23,10,"This molecule uses a pyrene skeleton with methylamino groups connecting to symmetric positions, functioning as potential anchor groups.",CNC1=CC2=C3C(=C1)C=CC1=CC(NC)=CC(=C13)CC2,IC1=C2C=CC=CC2=C1I,"thalene core with iodine atoms as anchor groups attached to the 1st and 4th carbons of the naphthalene ring.
Output:
IC1=C2C=CC=CC2=C1I

Example 9:
Instruction: Given the caption of a molecule, predict the SMILES representation.
Input:
This molecule is composed of a Biphenyl structure with two benzene rings, each containing a nitro group.
Output:
C1=CC(=CC=C1[N+]=[O-])C2=CC=C(C=C2)[N+]=[O-]

Example 10:
Instruction: Given the caption of a molecule, predict the SMILES representation.
Input:
Anchoring group, consisting of carboxyl.
Output:
C(=O)O

Example 11:
Instruction: Given the caption of a molecule, predict the SMILES representation.
Input:
This molecule consists of a biphenyl backbone with iodine atoms attached to each benzene ring as anchor groups.
Output:
IC1=CC=C(C2=CC=C(I)C=C2)C=C1

Example 12:
Instruction: Given the caption of a molecule, predict the SMILES representation.
Input:
This molecule has a benzene core with"
24,10,"This molecule consists of a benzene ring as the backbone, with cyano groups attached to two opposite carbon atoms of the ring.",C1=CC(=CC=C1C#N)C#N,C1=CN=CC=C1C2=CN=CC=C2,"bon bond.
Output:
C1=CN=CC=C1C2=CN=CC=C2

Example 8:
Instruction: Given the caption of a molecule, predict the SMILES representation.
Input:
This molecule consists of a polycyclic aromatic hydrocarbon composed of five fused benzene rings in a planar.
Output:
C1=CC2=C3C(=C1)C=CC4=CC=CC(=C34)C=C2

Example 9:
Instruction: Given the caption of a molecule, predict the SMILES representation.
Input:
This molecule is anthracene, a polycyclic aromatic hydrocarbon composed of three fused benzene rings in a planar.
Output:
C1=CC2=C3C(=C1)C=CC4=CC=CC(=C34)C=C2

Example 10:
Instruction: Given the caption of a molecule, predict the SMILES representation.
Input:
This molecule contains a linear carbon chain made up of seven carbon atoms with amino groups at both terminal ends acting as anchoring groups.
Output:
C(CCCCNC)CCN

Example 11:
Instruction: Given the caption of a molecule, predict the SMILES representation.
Input:
This molecule consists of a"
25,10,"This molecule has a benzene ring as the core structure, featuring cyano groups bonded to two distinct ring carbons as anchor groups to access electrodes.",C1=CC(=CC=C1C#N)C#N,C1=CC=C(C(=O)O)C(=O)O)C=C1,"hydroxyl groups attached to the benzene ring.
Output:
C1=CC=C(C(=O)O)C(=O)O)C=C1

Example 7:
Instruction: Given the caption of a molecule, predict the SMILES representation.
Input:
This molecule consists of a six-membered aromatic heterocycle with a sulfur atom in the ring.
Output:
C1=CC=CS=C1

Example 8:
Instruction: Given the caption of a molecule, predict the SMILES representation.
Input:
This molecule consists of a six-membered aromatic heterocycle with an oxygen atom in the ring.
Output:
C1=CC=CO=C1

Example 9:
Instruction: Given the caption of a molecule, predict the SMILES representation.
Input:
This molecule consists of a six-membered aromatic heterocycle with a nitrogen atom in the ring.
Output:
C1=CC=NC=C1

Example 10:
Instruction: Given the caption of a molecule, predict the SMILES representation.
Input:
This molecule consists of a six-membered aromatic heterocycle with a sulfur atom in the ring.
Output:
C1=CC=CS=C1

Example 11:
Instruction: Given the caption of a molecule, predict"
26,10,"This molecule contains a benzene ring framework, with cyano groups positioned on two separate carbon atoms of the ring.",C1=CC(=CC=C1C#N)C#N,NC1=CC=C2C=C(N)C=CC2=C1,"(C=C(C=C3)C2)C

Example 7:
Instruction: Given the caption of a molecule, predict the SMILES representation.
Input:
This molecule uses a naphthalene skeleton with amino groups connecting to symmetric positions, functioning as potential anchor groups.
Output:
NC1=CC=C2C=C(N)C=CC2=C1

Example 8:
Instruction: Given the caption of a molecule, predict the SMILES representation.
Input:
This molecule contains a diphenylacetylene framework, where methylthio groups are positioned on the two benzene rings, and both groups function as anchor groups.
Output:
CSC1=CC=C(C#CC2=CC=C(SC)C=C2)C=C1

Example 9:
Instruction: Given the caption of a molecule, predict the SMILES representation.
Input:
This molecule uses a benzene skeleton with iodine atoms connecting to the 1st and 4th carbons of the benzene ring as anchor groups.
Output:
IC1=CC=C(I)C=C1

Example 10:
Instruction: Given the caption of a molecule, predict the SMILES representation.
Input:
This molecule features a phenazine backbone where methylthio groups bond to the"
